1.286E-2	-7.576E-2	7.681E-2	4.532E-2	5.603E-2	3.168E-2	-1.603E-2	-2.058E-2	-8.518E-2	-2.123E-2	-2.433E-1	-2.488E-1	-4.590E-2	3.298E-2	3.428E-2	1.320E-1	1.012E-1	2.456E-1	1.752E-1	8.395E-2	1.421E-1	4.532E-2	6.577E-2	7.064E-2	1.935E-2	4.305E-2	1.356E-1	-1.540E-1	-1.433E-1	2.487E-2	1.375E-1	-6.408E-2	-4.348E-3	-1.248E-1	-8.972E-2	6.707E-2	1.180E-1	1.480E-2	-9.914E-2	-1.378E-1	8.817E-2	-9.914E-2	-1.618E-1	-1.147E-1	8.312E-3	-1.089E-1	-2.512E-2	5.181E-2	-5.012E-2	-1.344E-2	-3.259E-2	-6.375E-2	-9.427E-2	-1.322E-1	-9.394E-2	-1.245E-1	-5.174E-2	-1.264E-1	-6.945E-3	1.058E-2
-2.188E-2	3.136E-2	8.654E-2	-8.485E-2	-1.322E-1	-1.319E-1	-3.681E-2	4.889E-2	7.259E-2	2.248E-1	1.807E-1	1.318E-2	-2.199E-1	-9.199E-2	7.987E-3	1.132E-1	2.876E-2	-5.012E-2	9.239E-2	1.641E-1	-1.409E-2	-2.090E-2	2.271E-1	6.837E-2	-1.358E-1	-2.642E-2	9.369E-2	1.221E-2	1.372E-1	-1.539E-2	-1.084E-2	9.628E-2	-7.382E-2	-8.420E-2	5.390E-3	-4.557E-2	-8.713E-2	-1.173E-1	-1.342E-1	-2.076E-1	-3.432E-1	-4.101E-1	-3.454E-2	8.525E-2	1.495E-3	-1.376E-2	1.188E-2	5.960E-2	3.136E-2	4.824E-2	7.616E-2	-1.222E-1	-1.381E-1	-6.570E-2	-6.635E-2	-6.148E-2	-2.350E-2	4.727E-2	1.513E-2	-6.181E-2
-9.135E-2	-7.187E-2	-2.004E-1	-2.287E-1	-1.751E-3	-2.934E-2	-8.031E-2	-2.447E-2	3.590E-2	3.493E-2	-5.322E-3	-9.329E-2	-4.006E-2	-2.999E-2	5.506E-2	-1.019E-2	-1.222E-1	5.246E-2	-1.757E-1	-6.310E-2	-1.219E-1	-2.634E-1	-1.436E-1	3.493E-2	1.304E-1	4.175E-2	-1.316E-1	-4.687E-2	-2.285E-2	-1.615E-1	-9.816E-2	-1.037E-1	-1.374E-1	-1.322E-1	-2.020E-1	1.106E-1	-1.344E-2	-1.047E-1	5.051E-2	5.051E-2	-2.011E-1	-3.079E-1	-1.874E-1	-3.036E-1	-2.556E-1	-8.810E-2	5.636E-2	-6.621E-3	-7.317E-2	5.571E-2	-1.214E-2	-1.527E-1	-7.479E-2	2.130E-2	8.330E-2	1.171E-1	8.636E-3	4.954E-2	1.026E-2	-1.904E-1
1.800E-1	1.554E-1	1.336E-1	1.300E-1	-9.542E-3	-2.283E-1	-1.955E-1	3.818E-2	-6.213E-2	-2.095E-1	-2.527E-1	-1.631E-1	2.000E-2	-9.329E-2	6.689E-3	6.772E-2	1.434E-1	6.642E-2	-8.128E-2	1.383E-2	7.226E-2	1.935E-2	-6.732E-2	-1.008E-1	8.636E-3	1.313E-1	-5.272E-2	-6.343E-2	2.193E-1	1.362E-1	-2.577E-2	-1.511E-1	-9.524E-2	-6.375E-2	-1.008E-1	-3.227E-2	-5.434E-2	5.343E-2	1.643E-2	1.800E-1	2.161E-1	-2.058E-2	-1.326E-1	-1.615E-1	-2.657E-1	-1.131E-1	-2.740E-2	1.643E-2	-2.447E-2	1.221E-2	2.844E-2	3.428E-2	-2.772E-2	-1.344E-2	6.869E-2	-4.428E-2	-7.414E-2	-2.967E-2	-1.092E-1	-8.355E-2
2.144E-3	1.193E-1	-6.570E-2	1.415E-2	9.758E-2	-9.199E-2	-6.505E-2	-1.311E-2	4.629E-2	-4.024E-3	1.805E-2	-2.253E-2	3.266E-2	1.044E-1	6.415E-2	2.259E-2	-1.878E-1	8.200E-2	9.141E-2	-8.161E-2	-1.413E-1	-2.415E-2	3.396E-2	2.195E-2	-1.084E-2	4.741E-3	-4.330E-2	8.914E-2	1.193E-1	1.651E-1	1.151E-1	-2.383E-2	-1.348E-1	-1.407E-1	-1.611E-1	8.636E-3	3.915E-2	-3.225E-1	-1.300E-1	-8.161E-2	8.719E-2	-8.388E-2	-1.147E-1	-6.960E-2	1.287E-1	-1.066E-1	3.233E-2	9.888E-2	9.401E-2	-1.733E-2	9.610E-3	1.771E-1	1.466E-1	8.456E-4	-1.874E-1	-2.601E-1	1.735E-1	1.096E-1	1.774E-1	2.389E-2
6.447E-2	-6.310E-2	7.810E-2	-6.296E-3	2.357E-2	5.636E-2	1.421E-1	-4.997E-3	-1.332E-1	-2.498E-1	-1.751E-1	-7.317E-2	3.980E-2	7.324E-2	1.037E-1	1.567E-1	9.044E-2	1.940E-1	1.047E-1	-9.297E-2	-4.493E-2	6.415E-2	3.103E-2	3.785E-2	-2.134E-1	-9.037E-2	1.349E-1	1.320E-1	1.513E-2	-3.421E-2	-1.474E-2	-6.148E-2	-1.441E-2	-2.058E-2	7.453E-2	-1.102E-3	3.136E-2	-1.790E-1	-3.549E-1	-2.449E-1	2.097E-2	1.287E-1	7.291E-2	1.482E-1	2.560E-1	-7.576E-2	-1.731E-1	-2.296E-1	-9.881E-2	-1.108E-1	-3.876E-2	-9.654E-2	-1.019E-2	1.545E-2	1.408E-1	1.060E-1	2.584E-2	6.739E-2	1.708E-2	-1.439E-1
-2.058E-2	-1.539E-2	-1.611E-1	8.312E-3	2.811E-2	2.714E-2	1.248E-1	3.281E-1	1.417E-1	-7.966E-2	-1.917E-1	-3.097E-2	-5.369E-2	1.837E-2	9.985E-2	2.589E-1	3.493E-2	5.210E-4	4.416E-3	-7.187E-2	-7.998E-2	-7.447E-2	3.818E-2	-3.551E-2	-3.421E-2	-9.102E-2	-9.621E-2	-4.997E-3	-6.505E-2	-2.212E-1	-2.355E-1	2.389E-2	-5.661E-2	-1.335E-1	-1.189E-1	3.623E-2	-1.361E-1	-1.264E-1	-2.030E-1	-1.017E-1	9.531E-2	-9.881E-2	-1.689E-1	-4.265E-2	-8.258E-2	-2.725E-3	1.197E-1	4.012E-2	6.039E-3	3.331E-2	-1.306E-1	-1.602E-1	-1.248E-1	-1.374E-1	-1.376E-2	5.066E-3	-1.439E-1	-6.116E-2	-8.128E-2	6.090E-2
-2.772E-2	7.338E-3	4.629E-2	-6.343E-2	-1.585E-1	-1.701E-2	-1.238E-1	-1.001E-1	6.122E-2	5.311E-2	4.564E-2	9.985E-2	7.875E-2	7.226E-2	8.979E-2	2.779E-2	-1.452E-1	1.317E-1	8.427E-2	-7.674E-2	-1.309E-1	-4.395E-2	1.091E-2	-4.528E-4	-9.719E-2	-7.966E-2	4.110E-2	-7.447E-2	-1.863E-2	-1.764E-1	-2.196E-1	-1.215E-1	-4.233E-2	3.980E-2	2.389E-2	1.073E-1	-4.168E-2	-2.725E-3	-1.102E-3	3.655E-2	-9.881E-2	-2.121E-1	-8.745E-2	-5.304E-2	-4.997E-3	-8.355E-2	-1.663E-1	-1.787E-1	-3.140E-1	-1.923E-1	-8.063E-2	-3.259E-2	8.817E-2	5.343E-2	1.171E-1	-3.064E-2	-6.797E-2	-1.183E-1	-1.865E-1	-3.454E-2
8.297E-2	2.779E-2	-1.199E-1	-1.251E-1	2.487E-2	1.820E-1	9.531E-2	-4.525E-2	3.168E-2	1.563E-1	-2.512E-2	-8.940E-2	-3.551E-2	-3.227E-2	-1.546E-1	-7.284E-2	9.888E-2	1.261E-1	-9.979E-2	-8.648E-2	6.739E-2	1.291E-1	4.741E-3	7.648E-2	5.668E-2	-4.525E-2	-9.135E-2	-1.400E-1	-6.245E-2	-1.701E-2	-1.813E-1	-1.290E-1	-7.057E-2	-1.095E-1	9.174E-2	9.985E-2	2.032E-2	-1.582E-1	-1.900E-1	1.351E-2	-8.388E-2	-9.979E-2	-5.466E-2	-1.748E-1	-8.355E-2	2.130E-2	-1.245E-1	-9.199E-2	-2.772E-2	-2.053E-1	-4.265E-2	1.188E-2	-3.291E-2	1.466E-1	2.195E-2	4.564E-2	9.610E-3	-1.441E-2	-1.842E-1	2.584E-2
-4.363E-2	-1.238E-1	3.461E-2	4.402E-2	-1.387E-1	-7.998E-2	1.326E-1	-6.830E-2	-1.897E-1	-1.712E-1	-5.322E-3	-1.214E-2	-2.115E-1	-2.076E-3	-6.408E-2	1.537E-1	1.739E-1	9.610E-3	-1.371E-1	-1.764E-1	-3.551E-2	-2.220E-2	1.091E-2	3.883E-2	1.907E-1	3.493E-2	-9.849E-2	-1.933E-1	3.558E-2	9.935E-3	7.291E-2	1.122E-1	1.761E-1	7.338E-3	2.714E-2	2.648E-1	1.674E-1	-3.050E-3	-1.387E-1	-1.813E-1	-1.615E-1	8.135E-2	2.099E-1	1.005E-1	1.383E-2	-5.564E-2	-3.227E-2	-1.668E-2	-2.285E-2	1.907E-1	1.596E-1	8.135E-2	-1.514E-1	-1.829E-1	-2.342E-1	-1.154E-1	8.525E-2	8.784E-2	-5.694E-2	-2.134E-1
