1.158E+0	1.421E+0	1.419E+0	1.028E+0	9.900E-1	1.025E+0	1.251E+0	9.104E-1	1.167E+0	9.792E-1	7.189E-1	7.517E-1	7.033E-1	1.098E+0	1.038E+0	1.046E+0	7.624E-1	6.364E-1	9.958E-1	1.293E+0	1.128E+0	1.023E+0	7.903E-1	9.409E-1	6.907E-1	8.556E-1	1.124E+0	7.247E-1	8.393E-1	7.549E-1	8.802E-1	9.689E-1	1.111E+0	9.328E-1	9.471E-1	7.595E-1	6.108E-1	7.046E-1	8.416E-1	7.815E-1	4.998E-1	7.793E-1	6.738E-1	1.073E+0	1.233E+0	8.864E-1	1.188E+0	1.457E+0	1.498E+0	1.562E+0
1.054E+0	1.112E+0	1.019E+0	8.666E-1	9.390E-1	1.091E+0	1.246E+0	1.347E+0	1.093E+0	1.160E+0	1.056E+0	9.604E-1	7.368E-1	1.190E+0	1.193E+0	9.614E-1	9.503E-1	2.966E-1	5.034E-1	4.378E-1	6.848E-1	9.276E-1	5.949E-1	8.026E-1	1.027E+0	9.825E-1	7.955E-1	1.074E+0	1.044E+0	1.074E+0	1.137E+0	1.114E+0	1.068E+0	1.228E+0	1.261E+0	9.977E-1	7.429E-1	1.057E+0	7.380E-1	8.270E-1	9.185E-1	8.744E-1	8.289E-1	1.084E+0	1.078E+0	1.130E+0	1.446E+0	1.578E+0	1.451E+0	1.763E+0
1.413E+0	1.385E+0	1.387E+0	1.371E+0	1.216E+0	9.951E-1	1.103E+0	1.162E+0	1.124E+0	6.556E-1	7.455E-1	7.887E-1	8.448E-1	1.041E+0	8.750E-1	5.624E-1	5.975E-1	3.076E-1	4.774E-1	6.660E-1	8.403E-1	8.221E-1	5.884E-1	5.219E-1	1.112E+0	8.835E-1	8.221E-1	1.216E+0	9.458E-1	9.481E-1	1.395E+0	1.273E+0	1.183E+0	1.611E+0	1.811E+0	1.534E+0	1.137E+0	8.961E-1	1.196E+0	8.001E-1	5.267E-1	6.825E-1	7.676E-1	1.049E+0	1.149E+0	1.030E+0	1.429E+0	1.871E+0	1.926E+0	2.192E+0
2.022E+0	1.765E+0	1.598E+0	1.561E+0	1.290E+0	1.198E+0	1.249E+0	9.906E-1	6.705E-1	4.011E-1	5.154E-1	3.151E-1	8.234E-1	7.465E-1	6.166E-1	7.656E-1	9.312E-1	8.078E-1	8.095E-1	6.855E-1	7.835E-1	5.881E-1	4.761E-1	4.141E-1	6.040E-1	7.468E-1	6.640E-1	8.841E-1	1.159E+0	1.424E+0	1.829E+0	1.998E+0	2.081E+0	1.593E+0	1.429E+0	1.491E+0	1.429E+0	1.253E+0	1.049E+0	8.328E-1	9.312E-1	9.698E-1	7.322E-1	7.075E-1	1.005E+0	9.465E-1	9.445E-1	1.104E+0	1.925E+0	2.277E+0
1.772E+0	1.734E+0	1.574E+0	1.259E+0	8.082E-1	5.845E-1	8.978E-1	1.028E+0	1.011E+0	3.677E-1	1.063E-1	4.482E-1	7.312E-1	9.023E-1	4.293E-1	3.673E-1	4.164E-1	4.004E-1	4.001E-1	7.445E-1	4.774E-1	9.542E-1	5.481E-1	4.228E-1	7.030E-1	5.598E-1	8.160E-1	1.011E+0	1.282E+0	1.653E+0	1.385E+0	1.476E+0	1.565E+0	1.159E+0	1.095E+0	1.057E+0	1.247E+0	1.051E+0	7.692E-1	7.994E-1	8.487E-1	9.708E-1	8.647E-1	8.861E-1	1.015E+0	9.539E-1	1.080E+0	1.312E+0	1.434E+0	1.795E+0
1.333E+0	1.392E+0	8.530E-1	4.761E-1	9.046E-1	7.945E-1	6.111E-1	2.420E-1	6.491E-1	7.462E-1	7.406E-1	5.865E-1	4.225E-1	5.670E-1	7.397E-1	5.128E-1	4.599E-1	6.277E-1	3.803E-1	4.930E-1	3.384E-1	4.797E-1	6.462E-1	5.608E-1	4.306E-1	5.621E-1	9.237E-1	1.195E+0	1.387E+0	1.186E+0	1.273E+0	1.292E+0	1.379E+0	1.154E+0	1.228E+0	1.112E+0	9.468E-1	9.624E-1	8.559E-1	9.672E-1	9.377E-1	8.169E-1	1.012E+0	1.330E+0	1.385E+0	1.566E+0	1.193E+0	1.211E+0	1.189E+0	1.361E+0
6.760E-1	7.916E-1	3.677E-1	5.865E-1	4.985E-1	5.903E-1	5.452E-1	8.257E-1	6.212E-1	5.832E-1	7.614E-1	9.916E-1	8.685E-1	8.572E-1	9.292E-1	6.134E-1	6.319E-1	8.325E-1	7.604E-1	7.001E-1	8.439E-1	6.825E-1	6.303E-1	7.406E-1	7.124E-1	9.172E-1	1.116E+0	1.312E+0	1.289E+0	1.427E+0	1.334E+0	1.301E+0	1.099E+0	7.501E-1	8.231E-1	6.085E-1	4.547E-1	8.163E-1	1.073E+0	1.170E+0	1.446E+0	1.520E+0	1.308E+0	1.377E+0	1.411E+0	1.273E+0	1.258E+0	1.239E+0	1.150E+0	1.056E+0
5.936E-1	6.809E-1	5.537E-1	6.449E-1	6.501E-1	8.835E-1	1.071E+0	1.319E+0	1.140E+0	9.695E-1	6.894E-1	9.783E-1	8.598E-1	8.692E-1	6.663E-1	6.796E-1	8.166E-1	6.806E-1	5.027E-1	7.728E-1	4.900E-1	7.546E-1	8.968E-1	9.630E-1	8.390E-1	7.488E-1	1.286E+0	1.708E+0	1.652E+0	1.424E+0	1.521E+0	1.451E+0	1.085E+0	6.124E-1	7.867E-1	3.154E-1	5.092E-1	8.832E-1	1.181E+0	1.775E+0	1.652E+0	1.659E+0	1.764E+0	1.658E+0	1.527E+0	1.647E+0	1.588E+0	1.288E+0	1.390E+0	8.627E-1
8.205E-1	9.951E-1	1.107E+0	1.056E+0	5.186E-1	7.929E-1	9.633E-1	1.252E+0	1.399E+0	1.041E+0	9.763E-1	8.806E-1	8.952E-1	9.085E-1	8.731E-1	7.403E-1	6.459E-1	6.595E-1	3.988E-1	7.559E-1	8.156E-1	9.270E-1	8.754E-1	9.734E-1	9.280E-1	1.229E+0	1.338E+0	1.185E+0	1.453E+0	1.306E+0	9.370E-1	9.052E-1	8.416E-1	9.474E-1	8.358E-1	9.893E-1	7.802E-1	8.796E-1	1.418E+0	1.477E+0	1.721E+0	1.254E+0	1.544E+0	1.773E+0	1.383E+0	1.355E+0	1.383E+0	1.330E+0	1.209E+0	9.951E-1
1.062E+0	9.396E-1	6.254E-1	9.107E-1	1.280E+0	1.590E+0	1.514E+0	9.620E-1	9.877E-1	9.753E-1	1.106E+0	9.708E-1	1.098E+0	1.283E+0	7.475E-1	4.047E-1	2.583E-1	3.006E-2	2.755E-1	3.151E-1	2.696E-1	1.320E-1	4.810E-1	8.997E-1	9.909E-1	9.919E-1	8.367E-1	8.533E-1	8.747E-1	9.023E-1	7.192E-1	6.316E-1	9.328E-1	8.948E-1	1.091E+0	1.067E+0	1.223E+0	1.270E+0	1.469E+0	1.788E+0	1.712E+0	1.641E+0	1.931E+0	1.596E+0	1.512E+0	1.466E+0	1.318E+0	1.405E+0	1.628E+0	1.595E+0
