5.007E+0	4.919E+0	4.942E+0	5.037E+0	5.343E+0	5.581E+0	5.678E+0	6.099E+0	6.172E+0	6.193E+0	6.223E+0	6.269E+0	6.496E+0	6.241E+0	5.434E+0	4.669E+0	4.407E+0	4.427E+0	4.621E+0	4.665E+0
4.868E+0	4.777E+0	4.927E+0	4.850E+0	5.279E+0	5.379E+0	5.009E+0	5.232E+0	5.473E+0	5.615E+0	5.480E+0	5.352E+0	5.826E+0	6.254E+0	5.987E+0	5.318E+0	5.153E+0	5.024E+0	4.754E+0	4.372E+0
5.042E+0	5.217E+0	4.893E+0	4.789E+0	5.051E+0	5.181E+0	5.077E+0	5.197E+0	5.102E+0	5.217E+0	4.793E+0	4.951E+0	4.781E+0	4.685E+0	4.672E+0	4.694E+0	5.068E+0	4.740E+0	4.296E+0	3.474E+0
5.189E+0	5.544E+0	5.077E+0	4.328E+0	4.509E+0	5.027E+0	5.021E+0	5.152E+0	5.092E+0	4.897E+0	4.680E+0	5.041E+0	4.984E+0	4.733E+0	4.626E+0	4.937E+0	4.702E+0	4.084E+0	3.614E+0	3.095E+0
5.197E+0	5.090E+0	4.463E+0	4.377E+0	5.042E+0	5.397E+0	4.902E+0	4.615E+0	4.302E+0	4.498E+0	4.901E+0	5.115E+0	4.690E+0	4.243E+0	4.220E+0	4.867E+0	4.841E+0	4.309E+0	3.568E+0	3.349E+0
4.855E+0	4.777E+0	4.706E+0	4.834E+0	4.879E+0	5.120E+0	4.786E+0	4.587E+0	4.337E+0	4.102E+0	4.219E+0	4.206E+0	4.492E+0	4.325E+0	3.987E+0	3.825E+0	3.857E+0	3.871E+0	3.243E+0	3.054E+0
4.686E+0	4.825E+0	4.759E+0	4.685E+0	4.587E+0	4.712E+0	4.467E+0	4.054E+0	4.052E+0	3.861E+0	4.102E+0	4.229E+0	4.216E+0	4.334E+0	4.369E+0	4.134E+0	3.707E+0	3.674E+0	3.431E+0	3.531E+0
4.825E+0	5.038E+0	4.778E+0	4.441E+0	4.361E+0	4.615E+0	4.479E+0	4.241E+0	4.363E+0	4.287E+0	4.177E+0	4.526E+0	4.541E+0	4.335E+0	4.125E+0	4.105E+0	4.220E+0	4.317E+0	4.134E+0	3.900E+0
4.358E+0	4.207E+0	4.346E+0	4.532E+0	4.767E+0	4.620E+0	4.213E+0	4.144E+0	4.210E+0	4.542E+0	4.416E+0	4.271E+0	4.509E+0	4.585E+0	4.136E+0	3.982E+0	3.651E+0	3.654E+0	3.636E+0	3.412E+0
3.793E+0	3.949E+0	4.274E+0	4.830E+0	4.851E+0	4.488E+0	4.169E+0	4.084E+0	4.437E+0	4.783E+0	4.639E+0	4.211E+0	4.247E+0	4.769E+0	4.599E+0	4.447E+0	4.293E+0	3.762E+0	3.238E+0	2.870E+0
