1.568139158383771714e-01 1.568244006371921073e-01 1.573105589281350303e-01 1.582432375067906183e-01 1.590983709228283860e-01 1.603942964839030205e-01 1.614041642686890321e-01 1.627187295684668911e-01 1.621573564898630970e-01 1.615022432789561813e-01 1.611673190948232082e-01 1.626596726950318705e-01 1.645700753721232312e-01 1.658628060418786132e-01 1.661034140124396097e-01 1.651054035802236031e-01 1.648600515562217983e-01 1.646708742319135943e-01 1.633979366104547082e-01 1.599628506054792121e-01 1.560174847726232272e-01 1.532102581746899728e-01 1.517465847642628096e-01 1.539425232887391137e-01 1.571986959246995386e-01 1.595534169306236094e-01 1.606382388214275536e-01 1.608742892697397064e-01 1.620785812064861331e-01 1.638090512453261871e-01 1.658040389652594704e-01 1.680731346820465988e-01 1.685490812769753488e-01 1.684360916250020324e-01 1.682159618593018213e-01 1.690876992484530716e-01 1.696460332591988585e-01 1.673651974047384861e-01 1.640739124373122859e-01 1.596013549191619696e-01 1.559609562537280225e-01 1.542789874619114043e-01 1.533735823492411721e-01 1.526646379732179704e-01 1.523454255778075583e-01 1.510240954298339988e-01 1.495610126685241459e-01 1.494345972474916684e-01 1.508758873292286584e-01 1.530348276160129750e-01
1.536371039667003557e-01 1.539778499285791857e-01 1.544858030347970868e-01 1.553425159908111419e-01 1.567244543841079807e-01 1.585654583343658053e-01 1.607686537614521904e-01 1.619424735719663666e-01 1.617496928535444578e-01 1.602932620952131904e-01 1.605844805524779262e-01 1.621686145761044862e-01 1.647740411963551088e-01 1.663263189579372026e-01 1.651004035168379958e-01 1.638130432283815552e-01 1.626029462609432097e-01 1.616807549382917042e-01 1.609317268793398759e-01 1.585062689332693564e-01 1.554626647058689748e-01 1.537497008980417412e-01 1.544254504402814698e-01 1.564388864333331464e-01 1.588986788591801869e-01 1.604609063845633399e-01 1.608100596713764319e-01 1.609310976181556052e-01 1.621761587432964669e-01 1.642563307935167027e-01 1.664427128813699142e-01 1.670860302287999755e-01 1.663623409781252449e-01 1.653437590579705796e-01 1.643383078190950308e-01 1.655548086926647289e-01 1.661512391709210057e-01 1.659507466946316678e-01 1.640199924366769757e-01 1.608183815630302993e-01 1.582764216517173195e-01 1.569630977760088086e-01 1.558635538776395602e-01 1.550909358839320518e-01 1.532819694593231807e-01 1.511002378950288827e-01 1.490262285151406352e-01 1.486785563623278794e-01 1.490478603697079074e-01 1.504047306141814422e-01
1.497402788963284603e-01 1.510612315450821364e-01 1.519816862267021340e-01 1.540449297716357524e-01 1.558034338429641896e-01 1.581398216247035804e-01 1.611116933659562100e-01 1.615159731068197824e-01 1.603405647608029949e-01 1.588740214761556746e-01 1.588044135633136511e-01 1.610107230833926761e-01 1.639197462287284857e-01 1.646528036192456690e-01 1.630932958118267995e-01 1.608323906711282003e-01 1.598499322251676902e-01 1.598119971875039957e-01 1.593868520725723326e-01 1.581788326807942735e-01 1.561084769303743292e-01 1.548053883929974839e-01 1.559349591569096638e-01 1.576703225159066801e-01 1.587151831664988799e-01 1.591400329566799998e-01 1.582324806312475629e-01 1.577689945128089299e-01 1.597329407728659834e-01 1.624323564385675156e-01 1.641397926764764925e-01 1.643400639426877141e-01 1.624658944571044095e-01 1.600703001859186403e-01 1.590308418421810255e-01 1.598453173565769769e-01 1.611409676737465824e-01 1.610314286545983797e-01 1.606220312142780382e-01 1.602519250897482539e-01 1.592672438388033351e-01 1.590204510564752760e-01 1.579034139393014347e-01 1.561533197114836902e-01 1.535210858343819540e-01 1.507132240241774723e-01 1.489452554317934885e-01 1.480131200911752876e-01 1.483645522458524879e-01 1.491796813402664623e-01
1.467888427863933143e-01 1.488556524691369010e-01 1.507831973542692328e-01 1.526791725076690753e-01 1.550337706073461885e-01 1.575118168233061722e-01 1.601437579572746184e-01 1.606156188770268001e-01 1.591724239700225418e-01 1.580314260119127512e-01 1.575883615115217518e-01 1.596243069167149198e-01 1.611617113808767876e-01 1.610799806577205007e-01 1.583353046771523720e-01 1.559166608836453638e-01 1.548383066431432697e-01 1.555715883288383561e-01 1.567148405843798165e-01 1.566777301099755992e-01 1.552381294622996732e-01 1.544973216617945844e-01 1.542011661298059999e-01 1.544444295458876348e-01 1.535381958022033755e-01 1.521657816455741774e-01 1.512546178209171477e-01 1.520174560796485330e-01 1.545670464864827287e-01 1.575646701923250348e-01 1.589000151744418554e-01 1.586202180054121225e-01 1.560194647450887373e-01 1.529514411986289124e-01 1.515596243566477153e-01 1.516424037624753418e-01 1.532692664600827925e-01 1.550855311891363997e-01 1.554683700332003815e-01 1.559440079150959946e-01 1.556586751616268194e-01 1.555527930680194737e-01 1.552070804906233170e-01 1.530381366108707619e-01 1.500442967805144245e-01 1.473120694285365573e-01 1.463374490496256453e-01 1.459694021882085579e-01 1.466771920831178022e-01 1.474565391842193873e-01
1.443112014813615618e-01 1.470469562250561746e-01 1.486983280252854034e-01 1.499878365844083961e-01 1.513906482763252292e-01 1.536351414204953358e-01 1.559914467477146460e-01 1.572403032333301309e-01 1.561525500986907788e-01 1.544737378722657595e-01 1.541272446819529629e-01 1.554251547380770537e-01 1.556111521799395936e-01 1.540130010319241960e-01 1.508328633259194973e-01 1.475518725568992773e-01 1.473394271135518852e-01 1.492157787648666079e-01 1.517704443925753932e-01 1.525626168707970853e-01 1.514144250322658480e-01 1.498475338478782171e-01 1.489687485876583783e-01 1.475310144930783995e-01 1.452723360798476027e-01 1.426396391332687696e-01 1.416323009664154642e-01 1.435201788417104218e-01 1.472035116544829214e-01 1.510959334030516910e-01 1.538457868570514420e-01 1.530326870499658376e-01 1.501276566908539278e-01 1.490421451741473780e-01 1.460623608875069313e-01 1.455578740150527406e-01 1.467552865199270029e-01 1.490394922483459228e-01 1.507316817425087274e-01 1.521898783715310843e-01 1.525887665799282311e-01 1.523318544372724292e-01 1.507456860280327049e-01 1.480017054059623305e-01 1.449439679401470782e-01 1.429267227322812694e-01 1.428221104177808398e-01 1.434082698069542028e-01 1.447951737546157580e-01 1.461058328589797672e-01
1.441676933817590545e-01 1.456339998823384108e-01 1.462444653249786730e-01 1.452995042836663087e-01 1.463639260086110616e-01 1.483462788807702326e-01 1.516615320830512204e-01 1.537360742942179836e-01 1.526081563089536075e-01 1.514298593284399419e-01 1.511536576488572425e-01 1.516134312444293308e-01 1.515260768968252625e-01 1.489503188626908892e-01 1.445980878676145776e-01 1.416865529347565988e-01 1.423397476763694214e-01 1.453807872092602871e-01 1.490748827993429448e-01 1.506285486619922953e-01 1.504514531488776174e-01 1.489287151369012019e-01 1.474236979988892693e-01 1.444751237836511271e-01 1.407710551208512240e-01 1.377401826027140619e-01 1.359326714603982245e-01 1.388574226886412633e-01 1.434868449322176664e-01 1.475769001569981476e-01 1.506153242871245967e-01 1.510410626576529358e-01 1.491403381854780053e-01 1.468192337900165734e-01 1.449220793235004301e-01 1.450262042875750945e-01 1.462996826218474489e-01 1.487596062867910518e-01 1.505515154651663190e-01 1.515773479837485560e-01 1.513416349334156252e-01 1.502088950371836262e-01 1.481426605317392453e-01 1.439867776138190059e-01 1.424516788914456655e-01 1.408229348389240798e-01 1.413236934442788362e-01 1.440939983736843066e-01 1.470179123891908191e-01 1.488100634433348057e-01
1.478909495665037266e-01 1.485131693592015023e-01 1.470828391258344192e-01 1.446274227198182383e-01 1.438111946207004943e-01 1.454619535899300542e-01 1.490739818081156243e-01 1.521344211296057625e-01 1.526971079738895232e-01 1.525480385254467941e-01 1.519060049641396959e-01 1.519264031663665193e-01 1.507114345484646123e-01 1.475908635636483945e-01 1.442049878500338000e-01 1.413158754633834502e-01 1.420079447389228089e-01 1.456154106076973653e-01 1.501226375686279257e-01 1.536263426227776063e-01 1.537641164053255849e-01 1.528575223647154202e-01 1.508695673774171908e-01 1.475231756382409387e-01 1.432250397956664756e-01 1.387932628122770518e-01 1.379732003613687308e-01 1.400630634890782933e-01 1.442678196735673046e-01 1.488401273991680762e-01 1.518000001811397326e-01 1.528537071116783663e-01 1.528735430538659124e-01 1.517850081133704232e-01 1.508316622558803777e-01 1.507764931349157567e-01 1.512767035224026890e-01 1.527239203069400419e-01 1.537603865658300484e-01 1.538958338674590587e-01 1.520946467693116422e-01 1.495066658564251638e-01 1.461687115635308398e-01 1.431385555693955591e-01 1.409295615617580655e-01 1.402778605806493106e-01 1.424479270461102010e-01 1.458436098571687933e-01 1.502118800444811331e-01 1.532694928141062896e-01
1.532022048023228833e-01 1.529910489107166871e-01 1.506856542493241746e-01 1.474286820238831230e-01 1.452556112692422186e-01 1.450961888348545059e-01 1.484175965606473746e-01 1.519918925989068859e-01 1.540978057258669820e-01 1.559667962080061310e-01 1.560762556721479732e-01 1.553123311159707587e-01 1.535054294185183299e-01 1.501655116561285974e-01 1.466097180714140691e-01 1.445085072258823211e-01 1.461314215408433814e-01 1.489985986607335056e-01 1.533447525886550700e-01 1.563174217551974443e-01 1.572607517713996983e-01 1.574577386044327121e-01 1.558130651201500017e-01 1.528810372080273705e-01 1.487038490731279472e-01 1.451145679586083315e-01 1.434998961639207538e-01 1.439650886257481111e-01 1.480079417007418574e-01 1.515224241241213687e-01 1.551112044606703655e-01 1.567503433883547237e-01 1.573474579311880395e-01 1.580348760258532825e-01 1.584029490859943656e-01 1.580551563597952791e-01 1.577580836852383039e-01 1.570316659565834383e-01 1.562159515794964426e-01 1.547215665544594554e-01 1.520486091657991534e-01 1.485173405693407667e-01 1.446762175551564167e-01 1.418362601580336058e-01 1.404563860374419548e-01 1.418448472076548339e-01 1.444828462290163595e-01 1.488426753999976537e-01 1.539031716269339267e-01 1.565452509216749555e-01
1.566824407891699855e-01 1.566317096905915363e-01 1.552313361309959339e-01 1.519794119467786087e-01 1.492893069576798903e-01 1.492044927145114996e-01 1.497149987688098094e-01 1.532477241740662632e-01 1.562783960229927882e-01 1.587198041256596692e-01 1.601316547076649666e-01 1.598154973693941827e-01 1.582527577659486595e-01 1.552838191302525761e-01 1.521835409128379224e-01 1.501310780835596048e-01 1.510809317864619250e-01 1.537554075181238045e-01 1.569918533321310872e-01 1.602941834773341789e-01 1.612503240297515628e-01 1.605434268311426993e-01 1.588497514025978830e-01 1.566234720199821129e-01 1.536175871079347166e-01 1.514489942874364392e-01 1.503746538097239793e-01 1.500279190851048772e-01 1.521364503251238232e-01 1.549294549895846029e-01 1.577383856217812186e-01 1.605508538551933817e-01 1.620428583148705581e-01 1.629203508678741807e-01 1.636114374146920014e-01 1.633779726174821589e-01 1.614917110918366872e-01 1.593520198580387071e-01 1.571385332620514608e-01 1.549755209304359282e-01 1.519345437735478144e-01 1.484349607126961568e-01 1.450730810223190559e-01 1.429428620836943331e-01 1.427811691158585583e-01 1.443913141304416226e-01 1.472822300511553995e-01 1.516202933370708605e-01 1.559683915725410541e-01 1.596676272339420111e-01
1.597021673336500303e-01 1.601396588826579925e-01 1.590273875319596908e-01 1.565593409276162529e-01 1.537037705730481263e-01 1.514375126997898335e-01 1.514662337160206096e-01 1.546165365287990867e-01 1.585819342574150970e-01 1.611931221016985882e-01 1.634070282815137665e-01 1.637512838881625965e-01 1.624790222611854351e-01 1.599365277106600536e-01 1.577163598049394488e-01 1.564300895812551218e-01 1.560678159008775101e-01 1.577012911432247866e-01 1.597765465721067701e-01 1.620331421617956236e-01 1.626033617810771215e-01 1.618645683099592947e-01 1.601302900431930687e-01 1.579463543815966542e-01 1.563845570199083046e-01 1.556977335054976763e-01 1.544483953014016697e-01 1.544130871514101666e-01 1.551143112640171184e-01 1.568819868852060484e-01 1.592213373253887621e-01 1.617763081477147369e-01 1.640180111921003270e-01 1.658228830391959008e-01 1.663500117131130884e-01 1.656853268692187742e-01 1.630470200887933763e-01 1.597672300338149054e-01 1.577141372675266162e-01 1.555231831924913932e-01 1.534814613009895246e-01 1.518250365462201212e-01 1.491925955153490524e-01 1.473698912249313264e-01 1.482274033323839890e-01 1.489465881819243276e-01 1.510007641390564148e-01 1.537194651905160747e-01 1.581273137967967313e-01 1.610701468896257038e-01
